"Depth_ft","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Chemofacies","Formation","Core","chemofacies","Al_ppm","K/Al","Mg/Al","Rb/Al","Si/Al","Ti/Al","Zr/Al","Si/Ti","Cu/Al","Fe/Al","Ni/Al","Mo/Al","S/Al","U/Al","Zn/Al","Si/Ca","SGR","Sr/Ca","V/Al","Depth_ft","Factor1","Factor2","Factor3"
7871,4.42,18.52,1.59,0.001,2.19,3.06,0.54,16.62,0.06,0.02,1.5,10,2,15,7.5,7.5,18.18,33.69,90.92,5,3,"Point Pleasant FM","Washinton",3,44200,0.36,0.12,0.00076,4.2,0.00023,0.0021,19000,0.00017,0.5,0.00034,3.4e-05,0.69,4.5e-05,0.00017,1.1,114.16,0.0036,0.00023,7871,-0.138577991319765,1.57324917309907,-0.207896112296599
7871.6,4.42,18.52,1.59,0.001,2.19,3.06,0.54,16.62,0.06,0.02,1.5,10,2,15,7.5,7.5,18.18,33.69,90.92,5,3,"Point Pleasant FM","Washinton",3,44200,0.36,0.12,0.00076,4.2,0.00023,0.0021,19000,0.00017,0.5,0.00034,3.4e-05,0.69,4.5e-05,0.00017,1.1,114.16,0.0036,0.00023,7871.6,-0.138577991319765,1.57324917309907,-0.207896112296599
7872,6.22,24.02,1.93,0.38,2.74,1.59,0.82,12.36,0.05,0.02,1.5,10,2,15,7.5,81.17,20.22,41.54,95.96,22.84,3,"Point Pleasant FM","Washinton",3,62200,0.31,0.13,0.00067,3.9,0.061,0.0015,63,0.00012,0.44,0.00024,2.4e-05,0.26,3.2e-05,0.0013,1.9,127.76,0.004,0.00016,7872,0.402150404788466,1.36483640230361,-0.0539026451174814
7872.6,6.22,24.02,1.93,0.38,2.74,1.59,0.82,12.36,0.05,0.02,1.5,10,2,15,7.5,81.17,20.22,41.54,95.96,22.84,3,"Point Pleasant FM","Washinton",3,62200,0.31,0.13,0.00067,3.9,0.061,0.0015,63,0.00012,0.44,0.00024,2.4e-05,0.26,3.2e-05,0.0013,1.9,127.76,0.004,0.00016,7872.6,0.402150404788466,1.36483640230361,-0.0539026451174814
7873,6.41,23.79,2.07,0.001,2.9,1.5,0.84,11.27,0.04,0.02,1.5,10,2,15,7.5,7.5,20.045,43.77,97.07,5,3,"Point Pleasant FM","Washinton",3,64100,0.32,0.13,0.00068,3.7,0.00016,0.0015,24000,0.00012,0.45,0.00023,2.3e-05,0.23,3.1e-05,0.00012,2.1,129.3,0.0035,0.00016,7873,0.466422441655783,1.49357471151948,0.490136886851422
7873.6,6.41,23.79,2.07,0.001,2.9,1.5,0.84,11.27,0.04,0.02,1.5,10,2,15,7.5,7.5,20.045,43.77,97.07,5,3,"Point Pleasant FM","Washinton",3,64100,0.32,0.13,0.00068,3.7,0.00016,0.0015,24000,0.00012,0.45,0.00023,2.3e-05,0.23,3.1e-05,0.00012,2.1,129.3,0.0035,0.00016,7873.6,0.466422441655783,1.49357471151948,0.490136886851422
7874,6.02,23.47,1.94,0.001,2.94,2.8,0.57,12.06,0.05,0.02,1.5,10,2,15,7.5,157.12,19.9575,41.5,93.19,32.25,3,"Point Pleasant FM","Washinton",3,60200,0.32,0.095,0.00069,3.9,0.00017,0.0015,23000,0.00012,0.49,0.00025,2.5e-05,0.47,3.3e-05,0.0026,1.9,126.87,0.0041,0.00017,7874,0.413892879128273,1.58445054430479,-0.946056108967839
7874.6,6.02,23.47,1.94,0.001,2.94,2.8,0.57,12.06,0.05,0.02,1.5,10,2,15,7.5,157.12,19.9575,41.5,93.19,32.25,3,"Point Pleasant FM","Washinton",3,60200,0.32,0.095,0.00069,3.9,0.00017,0.0015,23000,0.00012,0.49,0.00025,2.5e-05,0.47,3.3e-05,0.0026,1.9,126.87,0.0041,0.00017,7874.6,0.413892879128273,1.58445054430479,-0.946056108967839
7875,5.94,20.63,1.78,0.001,2.21,1.1,0.89,16.78,0.06,0.02,1.5,10,2,15,7.5,64.18,19.91375,35.09,87.86,18.84,3,"Point Pleasant FM","Washinton",3,59400,0.3,0.15,0.00059,3.5,0.00017,0.0015,21000,0.00013,0.37,0.00025,2.5e-05,0.19,3.4e-05,0.0011,1.2,124.135,0.0036,0.00017,7875,0.136223987039268,1.35125762252109,0.151610660129602
7875.6,5.94,20.63,1.78,0.001,2.21,1.1,0.89,16.78,0.06,0.02,1.5,10,2,15,7.5,64.18,19.91375,35.09,87.86,18.84,3,"Point Pleasant FM","Washinton",3,59400,0.3,0.15,0.00059,3.5,0.00017,0.0015,21000,0.00013,0.37,0.00025,2.5e-05,0.19,3.4e-05,0.0011,1.2,124.135,0.0036,0.00017,7875.6,0.136223987039268,1.35125762252109,0.151610660129602
7876,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,3,"Point Pleasant FM","Washinton",3,66400,0.37,0.1,0.00074,3.1,0.00015,0.0014,21000,0.00011,0.42,0.00023,2.3e-05,0.18,3e-05,0.0012,1.8,134.6075,0.0035,0.00015,7876,0.486839804086295,1.56253781800324,-0.202181424522328
7876.6,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,3,"Point Pleasant FM","Washinton",3,66400,0.37,0.1,0.00074,3.1,0.00015,0.0014,21000,0.00011,0.42,0.00023,2.3e-05,0.18,3e-05,0.0012,1.8,134.6075,0.0035,0.00015,7876.6,0.486839804086295,1.56253781800324,-0.202181424522328
7877,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,3,"Point Pleasant FM","Washinton",3,66400,0.37,0.1,0.00074,3.1,0.00015,0.0014,21000,0.00011,0.42,0.00023,2.3e-05,0.18,3e-05,0.0012,1.8,134.6075,0.0035,0.00015,7877,0.486839804086295,1.56253781800324,-0.202181424522328
7877.6,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,3,"Point Pleasant FM","Washinton",3,66400,0.37,0.1,0.00074,3.1,0.00015,0.0014,21000,0.00011,0.42,0.00023,2.3e-05,0.18,3e-05,0.0012,1.8,134.6075,0.0035,0.00015,7877.6,0.486839804086295,1.56253781800324,-0.202181424522328
7878,5.83,21.47,1.95,0.001,2.92,1.62,0.99,12.24,0.04,0.02,1.5,10,2,15,47.09,68.87,19.8809375,40.85,86.67,30.26,3,"Point Pleasant FM","Washinton",3,58300,0.33,0.17,7e-04,3.7,0.00017,0.0015,21000,0.00081,0.5,0.00026,2.6e-05,0.28,3.4e-05,0.0012,1.8,126.72375,0.0033,0.00017,7878,0.25781522231,1.19248799078104,-0.626949627587565
7878.6,5.83,21.47,1.95,0.001,2.92,1.62,0.99,12.24,0.04,0.02,1.5,10,2,15,47.09,68.87,19.8809375,40.85,86.67,30.26,3,"Point Pleasant FM","Washinton",3,58300,0.33,0.17,7e-04,3.7,0.00017,0.0015,21000,0.00081,0.5,0.00026,2.6e-05,0.28,3.4e-05,0.0012,1.8,126.72375,0.0033,0.00017,7878.6,0.25781522231,1.19248799078104,-0.626949627587565
7879,6.62,21.87,2.06,0.001,2.89,1.77,0.68,13.92,0.05,0.02,1.5,10,2,15,7.5,60.92,19.87,41.64,85.64,32.77,3,"Point Pleasant FM","Washinton",3,66200,0.31,0.1,0.00063,3.3,0.00015,0.0013,22000,0.00011,0.44,0.00023,2.3e-05,0.27,3e-05,0.00092,1.6,128.44,0.0036,0.00015,7879,0.272767070577599,1.6642635902121,-0.532496239250751
7879.6,6.62,21.87,2.06,0.001,2.89,1.77,0.68,13.92,0.05,0.02,1.5,10,2,15,7.5,60.92,19.87,41.64,85.64,32.77,3,"Point Pleasant FM","Washinton",3,66200,0.31,0.1,0.00063,3.3,0.00015,0.0013,22000,0.00011,0.44,0.00023,2.3e-05,0.27,3e-05,0.00092,1.6,128.44,0.0036,0.00015,7879.6,0.272767070577599,1.6642635902121,-0.532496239250751
7880,6.14,21.28,1.94,0.001,2.61,1.39,0.88,15.04,0.05,0.02,1.5,10,2,15,7.5,7.5,17.43,40.42,85.65,5,3,"Point Pleasant FM","Washinton",3,61400,0.32,0.14,0.00066,3.5,0.00016,0.0014,21000,0.00012,0.43,0.00024,2.4e-05,0.23,3.3e-05,0.00012,1.4,116.76,0.0033,0.00016,7880,0.262087551349337,1.38651501389779,0.524098183686865
7880.6,6.14,21.28,1.94,0.001,2.61,1.39,0.88,15.04,0.05,0.02,1.5,10,2,15,7.5,7.5,17.43,40.42,85.65,5,3,"Point Pleasant FM","Washinton",3,61400,0.32,0.14,0.00066,3.5,0.00016,0.0014,21000,0.00012,0.43,0.00024,2.4e-05,0.23,3.3e-05,0.00012,1.4,116.76,0.0033,0.00016,7880.6,0.262087551349337,1.38651501389779,0.524098183686865
7881,5.17,19.37,1.57,0.001,2.35,1.83,0.98,18.64,0.06,0.02,1.5,10,2,15,7.5,89.54,16.21,33.66,95.67,20.68,3,"Point Pleasant FM","Washinton",3,51700,0.3,0.19,0.00065,3.7,0.00019,0.0019,19000,0.00015,0.45,0.00029,2.9e-05,0.35,3.9e-05,0.0017,1,105.96,0.0032,0.00019,7881,0.0951952728590178,1.24889115958493,-0.132195227624212
7881.6,5.17,19.37,1.57,0.001,2.35,1.83,0.98,18.64,0.06,0.02,1.5,10,2,15,7.5,89.54,16.21,33.66,95.67,20.68,3,"Point Pleasant FM","Washinton",3,51700,0.3,0.19,0.00065,3.7,0.00019,0.0019,19000,0.00015,0.45,0.00029,2.9e-05,0.35,3.9e-05,0.0017,1,105.96,0.0032,0.00019,7881.6,0.0951952728590178,1.24889115958493,-0.132195227624212
7882,6.27,22.97,2.05,0.001,2.99,1.74,0.7,11.91,0.04,0.02,1.5,10,2,15,28.11,128.12,14.99,42.72,98.5,35.02,3,"Point Pleasant FM","Washinton",3,62700,0.33,0.11,0.00068,3.7,0.00016,0.0016,23000,0.00045,0.48,0.00024,2.4e-05,0.28,3.2e-05,0.002,1.9,108.76,0.0034,0.00016,7882,0.494447069304526,1.20589981880052,-0.580765431131437
7882.6,6.27,22.97,2.05,0.001,2.99,1.74,0.7,11.91,0.04,0.02,1.5,10,2,15,28.11,128.12,14.99,42.72,98.5,35.02,3,"Point Pleasant FM","Washinton",3,62700,0.33,0.11,0.00068,3.7,0.00016,0.0016,23000,0.00045,0.48,0.00024,2.4e-05,0.28,3.2e-05,0.002,1.9,108.76,0.0034,0.00016,7882.6,0.494447069304526,1.20589981880052,-0.580765431131437
7883,7.15,24.58,2.25,0.001,3.1,1.46,1.18,10.52,0.04,0.02,1.5,10,2,73.04,7.5,89.12,19.4,46.23,109.51,29.91,3,"Point Pleasant FM","Washinton",3,71500,0.31,0.17,0.00065,3.4,0.00014,0.0015,25000,1e-04,0.43,0.001,2.1e-05,0.2,2.8e-05,0.0012,2.3,129.6,0.0038,0.00014,7883,0.635475954627488,1.01238422962511,-0.150181506606571
7883.6,7.15,24.58,2.25,0.001,3.1,1.46,1.18,10.52,0.04,0.02,1.5,10,2,73.04,7.5,89.12,19.4,46.23,109.51,29.91,3,"Point Pleasant FM","Washinton",3,71500,0.31,0.17,0.00065,3.4,0.00014,0.0015,25000,1e-04,0.43,0.001,2.1e-05,0.2,2.8e-05,0.0012,2.3,129.6,0.0038,0.00014,7883.6,0.635475954627488,1.01238422962511,-0.150181506606571
7884,6.02,20.62,2.3,0.44,2.86,1.49,0.61,13.18,0.04,0.02,1.5,10,2,15,7.5,88.16,24.96,44.23,104.29,17.57,3,"Point Pleasant FM","Washinton",3,60200,0.38,0.1,0.00073,3.4,0.073,0.0017,47,0.00012,0.48,0.00025,2.5e-05,0.25,3.3e-05,0.0015,1.6,152.64,0.003,0.00017,7884,0.430259093239337,1.49153993301005,0.0402389385190779
7884.6,6.02,20.62,2.3,0.44,2.86,1.49,0.61,13.18,0.04,0.02,1.5,10,2,15,7.5,88.16,24.96,44.23,104.29,17.57,3,"Point Pleasant FM","Washinton",3,60200,0.38,0.1,0.00073,3.4,0.073,0.0017,47,0.00012,0.48,0.00025,2.5e-05,0.25,3.3e-05,0.0015,1.6,152.64,0.003,0.00017,7884.6,0.430259093239337,1.49153993301005,0.0402389385190779
7885,7.48,25.82,2.27,0.001,3.15,1.62,0.61,9.44,0.04,0.02,1.5,10,2,15,7.5,119.15,21.175,48.9,112.61,5,3,"Point Pleasant FM","Washinton",3,74800,0.3,0.082,0.00065,3.5,0.00013,0.0015,26000,1e-04,0.42,2e-04,2e-05,0.22,2.7e-05,0.0016,2.7,137.02,0.0042,0.00013,7885,0.858863749427825,1.38787124349582,0.431566396593832
7885.6,7.48,25.82,2.27,0.001,3.15,1.62,0.61,9.44,0.04,0.02,1.5,10,2,15,7.5,119.15,21.175,48.9,112.61,5,3,"Point Pleasant FM","Washinton",3,74800,0.3,0.082,0.00065,3.5,0.00013,0.0015,26000,1e-04,0.42,2e-04,2e-05,0.22,2.7e-05,0.0016,2.7,137.02,0.0042,0.00013,7885.6,0.858863749427825,1.38787124349582,0.431566396593832
7886,6.56,21.36,2.01,0.001,3.45,3.12,1.11,13.58,0.04,0.02,1.5,10,2,77.22,7.5,36.66,19.2825,41.6,90.33,46.11,3,"Point Pleasant FM","Washinton",3,65600,0.31,0.17,0.00063,3.3,0.00015,0.0014,21000,0.00011,0.53,0.0012,2.3e-05,0.48,3e-05,0.00056,1.6,125.29,0.0029,0.00015,7886,0.183233852991691,1.45215282434708,-1.40690035130695
7886.6,6.56,21.36,2.01,0.001,3.45,3.12,1.11,13.58,0.04,0.02,1.5,10,2,77.22,7.5,36.66,19.2825,41.6,90.33,46.11,3,"Point Pleasant FM","Washinton",3,65600,0.31,0.17,0.00063,3.3,0.00015,0.0014,21000,0.00011,0.53,0.0012,2.3e-05,0.48,3e-05,0.00056,1.6,125.29,0.0029,0.00015,7886.6,0.183233852991691,1.45215282434708,-1.40690035130695
7887,5.59,22.7,1.91,0.001,2.4,0.97,0.49,13.42,0.05,0.02,1.5,10,2,15,7.5,78.58,18.33625,40.17,96.15,19.53,3,"Point Pleasant FM","Washinton",3,55900,0.34,0.088,0.00072,4.1,0.00018,0.0017,23000,0.00013,0.43,0.00027,2.7e-05,0.17,3.6e-05,0.0014,1.7,119.905,0.0037,0.00018,7887,0.297601311419225,1.33446298761009,0.244444303092493
7887.6,5.59,22.7,1.91,0.001,2.4,0.97,0.49,13.42,0.05,0.02,1.5,10,2,15,7.5,78.58,18.33625,40.17,96.15,19.53,3,"Point Pleasant FM","Washinton",3,55900,0.34,0.088,0.00072,4.1,0.00018,0.0017,23000,0.00013,0.43,0.00027,2.7e-05,0.17,3.6e-05,0.0014,1.7,119.905,0.0037,0.00018,7887.6,0.297601311419225,1.33446298761009,0.244444303092493
7888,7.45,24.8,2.31,0.001,3.65,1.84,0.92,8.16,0.03,0.02,1.5,10,2,15,43.09,71.71,17.39,47.4,95.52,45.95,3,"Point Pleasant FM","Washinton",3,74500,0.31,0.12,0.00064,3.3,0.00013,0.0013,25000,0.00058,0.49,2e-04,2e-05,0.25,2.7e-05,0.00096,3,122.52,0.0037,0.00013,7888,0.619574997737846,1.40129995077617,-1.03859013017183
7888.6,7.45,24.8,2.31,0.001,3.65,1.84,0.92,8.16,0.03,0.02,1.5,10,2,15,43.09,71.71,17.39,47.4,95.52,45.95,3,"Point Pleasant FM","Washinton",3,74500,0.31,0.12,0.00064,3.3,0.00013,0.0013,25000,0.00058,0.49,2e-04,2e-05,0.25,2.7e-05,0.00096,3,122.52,0.0037,0.00013,7888.6,0.619574997737846,1.40129995077617,-1.03859013017183
7889,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,3,"Point Pleasant FM","Washinton",3,57400,0.37,0.13,8e-04,3.8,0.00017,0.0018,22000,0.00013,0.57,0.00026,2.6e-05,0.29,3.5e-05,0.00013,2.3,115.44,0.0032,0.00017,7889,0.518940703080541,1.44698757265901,0.485731390162586
7889.6,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,3,"Point Pleasant FM","Washinton",3,57400,0.37,0.13,8e-04,3.8,0.00017,0.0018,22000,0.00013,0.57,0.00026,2.6e-05,0.29,3.5e-05,0.00013,2.3,115.44,0.0032,0.00017,7889.6,0.518940703080541,1.44698757265901,0.485731390162586
7890,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,3,"Point Pleasant FM","Washinton",3,57400,0.37,0.13,8e-04,3.8,0.00017,0.0018,22000,0.00013,0.57,0.00026,2.6e-05,0.29,3.5e-05,0.00013,2.3,115.44,0.0032,0.00017,7890,0.518940703080541,1.44698757265901,0.485731390162586
7890.6,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,3,"Point Pleasant FM","Washinton",3,57400,0.37,0.13,8e-04,3.8,0.00017,0.0018,22000,0.00013,0.57,0.00026,2.6e-05,0.29,3.5e-05,0.00013,2.3,115.44,0.0032,0.00017,7890.6,0.518940703080541,1.44698757265901,0.485731390162586
7891,6.29,23.23,1.94,0.001,3.02,2.76,0.79,12.7,0.04,0.02,1.5,10,2,15,34.8,51.97,15.935,40.27,89.38,32.51,3,"Point Pleasant FM","Washinton",3,62900,0.31,0.13,0.00064,3.7,0.00016,0.0014,23000,0.00055,0.48,0.00024,2.4e-05,0.44,3.2e-05,0.00083,1.8,110.78,0.0031,0.00016,7891,0.28151115947904,1.430634291771,-0.976345056896208
7891.6,6.29,23.23,1.94,0.001,3.02,2.76,0.79,12.7,0.04,0.02,1.5,10,2,15,34.8,51.97,15.935,40.27,89.38,32.51,3,"Point Pleasant FM","Washinton",3,62900,0.31,0.13,0.00064,3.7,0.00016,0.0014,23000,0.00055,0.48,0.00024,2.4e-05,0.44,3.2e-05,0.00083,1.8,110.78,0.0031,0.00016,7891.6,0.28151115947904,1.430634291771,-0.976345056896208
7892,5.66,20.31,1.79,0.001,2.55,1.78,0.59,15.81,0.05,0.02,1.5,10,2,15,45.2,80.76,15.6925,37.27,89.01,20.79,3,"Point Pleasant FM","Washinton",3,56600,0.32,0.1,0.00066,3.6,0.00018,0.0016,20000,8e-04,0.45,0.00027,2.7e-05,0.31,3.5e-05,0.0014,1.3,107.41,0.0032,0.00018,7892,0.132912638268671,1.05069379999105,-0.357959267272184
7892.6,5.66,20.31,1.79,0.001,2.55,1.78,0.59,15.81,0.05,0.02,1.5,10,2,15,45.2,80.76,15.6925,37.27,89.01,20.79,3,"Point Pleasant FM","Washinton",3,56600,0.32,0.1,0.00066,3.6,0.00018,0.0016,20000,8e-04,0.45,0.00027,2.7e-05,0.31,3.5e-05,0.0014,1.3,107.41,0.0032,0.00018,7892.6,0.132912638268671,1.05069379999105,-0.357959267272184
7893,6.58,23.55,2.14,0.001,3.01,2.27,0.52,11.85,0.04,0.02,1.5,10,2,15,7.5,7.5,15.57125,44.01,100.2,5,3,"Point Pleasant FM","Washinton",3,65800,0.33,0.079,0.00067,3.6,0.00015,0.0015,24000,0.00011,0.46,0.00023,2.3e-05,0.34,3e-05,0.00011,2,112.525,0.0034,0.00015,7893,0.473001512505766,1.54014080115776,0.259324624667359
7893.6,6.58,23.55,2.14,0.001,3.01,2.27,0.52,11.85,0.04,0.02,1.5,10,2,15,7.5,7.5,15.57125,44.01,100.2,5,3,"Point Pleasant FM","Washinton",3,65800,0.33,0.079,0.00067,3.6,0.00015,0.0015,24000,0.00011,0.46,0.00023,2.3e-05,0.34,3e-05,0.00011,2,112.525,0.0034,0.00015,7893.6,0.473001512505766,1.54014080115776,0.259324624667359
7894,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,3,"Point Pleasant FM","Washinton",3,69000,0.28,0.11,0.00057,3.5,0.00014,0.0014,24000,0.00011,0.39,0.00022,2.2e-05,0.21,2.9e-05,0.00011,1.9,109.4025,0.0032,0.00014,7894,0.46678022613875,1.37088891790162,0.60792385856149
7894.6,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,3,"Point Pleasant FM","Washinton",3,69000,0.28,0.11,0.00057,3.5,0.00014,0.0014,24000,0.00011,0.39,0.00022,2.2e-05,0.21,2.9e-05,0.00011,1.9,109.4025,0.0032,0.00014,7894.6,0.46678022613875,1.37088891790162,0.60792385856149
7895,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,3,"Point Pleasant FM","Washinton",3,69000,0.28,0.11,0.00057,3.5,0.00014,0.0014,24000,0.00011,0.39,0.00022,2.2e-05,0.21,2.9e-05,0.00011,1.9,109.4025,0.0032,0.00014,7895,0.46678022613875,1.37088891790162,0.60792385856149
7895.6,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,3,"Point Pleasant FM","Washinton",3,69000,0.28,0.11,0.00057,3.5,0.00014,0.0014,24000,0.00011,0.39,0.00022,2.2e-05,0.21,2.9e-05,0.00011,1.9,109.4025,0.0032,0.00014,7895.6,0.46678022613875,1.37088891790162,0.60792385856149
7896,5.24,19.2,1.77,0.001,2.52,1.48,0.75,15.81,0.05,0.02,1.5,10,2,15,39.14,81.66,15.4803125,31.75,96.85,29.99,3,"Point Pleasant FM","Washinton",3,52400,0.34,0.14,0.00061,3.7,0.00019,0.0018,19000,0.00075,0.48,0.00029,2.9e-05,0.28,3.8e-05,0.0016,1.2,106.24125,0.0032,0.00019,7896,0.0876645328624217,1.07194096215398,-0.455044173900059
7896.6,5.24,19.2,1.77,0.001,2.52,1.48,0.75,15.81,0.05,0.02,1.5,10,2,15,39.14,81.66,15.4803125,31.75,96.85,29.99,3,"Point Pleasant FM","Washinton",3,52400,0.34,0.14,0.00061,3.7,0.00019,0.0018,19000,0.00075,0.48,0.00029,2.9e-05,0.28,3.8e-05,0.0016,1.2,106.24125,0.0032,0.00019,7896.6,0.0876645328624217,1.07194096215398,-0.455044173900059
7897,5.85,23.47,1.84,0.001,2.52,1.93,0.64,12.88,0.04,0.02,1.5,10,2,15,46.22,96.86,15.46515625,39.23,104.25,28.17,3,"Point Pleasant FM","Washinton",3,58500,0.31,0.11,0.00067,4,0.00017,0.0018,23000,0.00079,0.43,0.00026,2.6e-05,0.33,3.4e-05,0.0017,1.8,107.300625,0.0031,0.00017,7897,0.332091382916717,1.04326025024115,-0.538427878938785
7897.6,5.85,23.47,1.84,0.001,2.52,1.93,0.64,12.88,0.04,0.02,1.5,10,2,15,46.22,96.86,15.46515625,39.23,104.25,28.17,3,"Point Pleasant FM","Washinton",3,58500,0.31,0.11,0.00067,4,0.00017,0.0018,23000,0.00079,0.43,0.00026,2.6e-05,0.33,3.4e-05,0.0017,1.8,107.300625,0.0031,0.00017,7897.6,0.332091382916717,1.04326025024115,-0.538427878938785
7898,5.74,20.6,2.01,0.001,2.87,1.82,0.79,12.01,0.05,0.02,1.5,10,2,15,30.21,62.41,15.457578125,37,86.48,43.1,3,"Point Pleasant FM","Washinton",3,57400,0.35,0.14,0.00064,3.6,0.00017,0.0015,21000,0.00053,0.5,0.00026,2.6e-05,0.32,3.5e-05,0.0011,1.7,109.9903125,0.0042,0.00017,7898,0.169174652436734,1.37772826318933,-0.911186612249108
7898.6,5.74,20.6,2.01,0.001,2.87,1.82,0.79,12.01,0.05,0.02,1.5,10,2,15,30.21,62.41,15.457578125,37,86.48,43.1,3,"Point Pleasant FM","Washinton",3,57400,0.35,0.14,0.00064,3.6,0.00017,0.0015,21000,0.00053,0.5,0.00026,2.6e-05,0.32,3.5e-05,0.0011,1.7,109.9903125,0.0042,0.00017,7898.6,0.169174652436734,1.37772826318933,-0.911186612249108
7899,5.84,21.6,1.91,0.001,2.46,1.52,1.04,15.06,0.05,0.02,1.5,10,2,15,42,62.24,15.4537890625,37.91,95.59,18.99,3,"Point Pleasant FM","Washinton",3,58400,0.33,0.18,0.00065,3.7,0.00017,0.0016,22000,0.00072,0.42,0.00026,2.6e-05,0.26,3.4e-05,0.0011,1.4,108.37515625,0.0033,0.00017,7899,0.269032078272999,0.973021671237189,-0.0870345618003281
7899.6,5.84,21.6,1.91,0.001,2.46,1.52,1.04,15.06,0.05,0.02,1.5,10,2,15,42,62.24,15.4537890625,37.91,95.59,18.99,3,"Point Pleasant FM","Washinton",3,58400,0.33,0.18,0.00065,3.7,0.00017,0.0016,22000,0.00072,0.42,0.00026,2.6e-05,0.26,3.4e-05,0.0011,1.4,108.37515625,0.0033,0.00017,7899.6,0.269032078272999,0.973021671237189,-0.0870345618003281
7900,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,3,"Point Pleasant FM","Washinton",3,57800,0.27,0.083,0.00051,3.4,0.00017,0.0017,20000,0.00013,0.36,0.00026,2.6e-05,0.22,3.5e-05,0.00041,1,102.607578125,0.0036,0.00017,7900,-0.0905476232264643,1.37598528979999,0.0476500652037884
7900.6,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,3,"Point Pleasant FM","Washinton",3,57800,0.27,0.083,0.00051,3.4,0.00017,0.0017,20000,0.00013,0.36,0.00026,2.6e-05,0.22,3.5e-05,0.00041,1,102.607578125,0.0036,0.00017,7900.6,-0.0905476232264643,1.37598528979999,0.0476500652037884
7901,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,3,"Point Pleasant FM","Washinton",3,57800,0.27,0.083,0.00051,3.4,0.00017,0.0017,20000,0.00013,0.36,0.00026,2.6e-05,0.22,3.5e-05,0.00041,1,102.607578125,0.0036,0.00017,7901,-0.0905476232264643,1.37598528979999,0.0476500652037884
7901.6,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,3,"Point Pleasant FM","Washinton",3,57800,0.27,0.083,0.00051,3.4,0.00017,0.0017,20000,0.00013,0.36,0.00026,2.6e-05,0.22,3.5e-05,0.00041,1,102.607578125,0.0036,0.00017,7901.6,-0.0905476232264643,1.37598528979999,0.0476500652037884
7902,6.94,23.25,1.97,0.001,2.93,2.37,1.43,12.66,0.05,0.02,1.5,10,2,15,7.5,7.5,15.450947265625,36.75,102.2,5,3,"Point Pleasant FM","Washinton",3,69400,0.28,0.21,0.00053,3.4,0.00014,0.0015,23000,0.00011,0.42,0.00022,2.2e-05,0.34,2.9e-05,0.00011,1.8,109.3237890625,0.0039,0.00014,7902,0.506716880546134,1.3725677904395,0.268394610637342
